date,a2c,ddpg,ppo,mean var,dji,ensemble
2024-02-13,1194251.677156336,1187629.3734261477,1199783.829074408,1206101.4546799902,1009093.5851425697,1060276.8397145334
2024-02-14,1195607.247152216,1192625.957242676,1208429.1881671203,1210220.643178985,1020739.9290242587,1061984.8470883432
2024-02-15,1199961.6582506963,1202550.9125573123,1220243.799449469,1212708.464206987,1022370.6288411611,1068973.8874669138
2024-02-16,1195424.8173631537,1197787.1882950747,1212704.8231962342,1210397.706386322,1036954.6980402411,1054378.7199978891
2024-02-20,1198234.61651153,1194361.9693047488,1208803.5071027894,1211119.3808689713,1041823.0714541001,1052453.0249676767
2024-02-21,1194516.1273183844,1194856.164273926,1214037.962278853,1211310.608546555,1040461.1504173747,1052009.1681790417
2024-02-22,1209220.8282213765,1210439.4830948794,1223163.793656569,1228927.2006623766,1040515.1155207942,1061627.618740565
2024-02-23,1210686.8018837378,1213064.903424927,1228444.6923920007,1227316.5418068427,1046581.7700995876,1070812.5476002756
2024-02-26,1208537.3661041663,1210438.6292244876,1227004.8036803612,1225757.0884767715,1044713.4610018971,1063317.2122845713
2024-02-27,1206030.12821583,1208051.2941567386,1224901.2554476417,1222715.6825229218,1050213.9472111962,1047077.5892987314
2024-02-28,1206863.214191477,1204757.1470047915,1225725.158756823,1216609.9504039001,1053700.976803263,1044037.99071551
2024-02-29,1203591.150938822,1207554.0130974734,1230223.4008389497,1217289.3974708915,1052013.4042803864,1038137.2287106576
2024-03-01,1208734.2759701712,1211267.0447403872,1233830.4541621003,1217268.6767702878,1054499.8696812536,1053487.3429379526
2024-03-04,1205538.4617273388,1208488.6506974185,1236875.8500741639,1209718.8834798199,1054900.0720969131,1049982.2421040598
2024-03-05,1193299.3430053426,1195821.8798195804,1221687.488973391,1189628.5697122116,1070396.430673625,1038039.1924634044
2024-03-06,1195504.8395544875,1199624.219983765,1226893.4423281427,1190789.6336936865,1079168.086061314,1040856.3824582164
2024-03-07,1198149.6734596845,1207917.8057915652,1237044.4613596215,1200343.603627536,1077945.6136431224,1033040.6666112008
2024-03-08,1193369.493304949,1205418.4678933108,1233319.823893641,1198209.0196287457,1075567.1947531963,1036346.8220105234
2024-03-11,1193569.2375476477,1206196.8044106448,1233100.9721173653,1203873.779248234,1073479.1872064557,1040230.2539639536
2024-03-12,1202966.8492195609,1218473.7623650515,1238355.8841828846,1217774.2414370424,1075353.4278133586,1045719.1338887278
2024-03-13,1200575.8855125906,1224580.0670372928,1239706.252663567,1212589.7880612456,1079238.6826513475,1044389.7684979502
2024-03-14,1200367.8060905936,1220007.2552163089,1232666.341025086,1223923.4783711315,1083914.9216883774,1030684.9230809276
2024-03-15,1192592.316197199,1215331.1650521243,1232401.534495087,1216157.1087237215,1089066.1466787795,1022611.1337628427
2024-03-18,1194008.4090920736,1219002.220586487,1239359.6932844701,1218737.2382640154,1104319.1970736957,1029448.7351117196
2024-03-19,1204202.8475573026,1229424.6515900576,1246109.4926088643,1229799.8150745507,1109026.8382183188,1034902.2416577402
2024-03-20,1217916.8816693022,1242250.7420632327,1258707.6546983914,1239961.524931115,1110718.248776568,1042576.7336278023
2024-03-21,1221903.6915753842,1251441.9872414554,1273062.1311464505,1238263.5032391232,1110743.8356790512,1048897.8364720407
2024-03-22,1217565.7744067556,1238546.497766205,1254845.362444714,1233993.7347612123,1118243.9383174216,1041878.6592145028
2024-03-25,1213450.2236408826,1231826.2667099917,1251188.703353703,1223370.2358002798,1104073.9117221625,1049291.1769490305
2024-03-26,1209207.3720003644,1230805.2883851016,1251586.6118978048,1223498.775705704,1113671.5588436534,1050833.5505757397
2024-03-27,1224916.1762104512,1244969.8554474795,1275346.867884358,1235237.7074278793,1113124.231738715,1066575.2653279367
2024-03-28,1221405.3105677015,1246024.2716500247,1277925.1399538768,1232203.3514260484,1117868.9738919388,1061978.8045735422
2024-04-01,1213046.090566702,1238389.3130700076,1269848.7717953457,1230125.2808663268,1121179.5701609731,1055205.537109858
2024-04-02,1197039.3038540555,1221102.1345459903,1260718.0462998243,1210680.840791347,1122774.9135308077,1037485.835838801
2024-04-03,1191558.2764187527,1219942.6724831546,1263581.600295937,1214737.4698972213,1122162.6887368432,1033779.1526799264
2024-04-04,1179332.3303940794,1203345.8014542544,1242249.3662463764,1205250.2781020373,1122921.9219159845,1014074.2086300912
2024-04-05,1186453.2763221227,1214001.1147820437,1254267.86745744,1217096.2842955831,1114440.9104796858,1021672.6543469492
2024-04-08,1184982.5521353972,1215121.524102875,1248611.081058926,1212379.6662251165,1114743.0685371934,1020970.9360241952
2024-04-09,1186201.7622314626,1212324.3766190493,1248312.359297215,1216802.1092495066,1115510.3266993861,1023567.9684681956
2024-04-10,1173661.2794645827,1198236.7871224368,1236209.010978398,1210696.6941335276,1121968.3445820722,1009121.154488093
