date,AAPL,AMGN,AXP,BA,CAT,CRM,CSCO,CVX,DIS,GS,HD,HON,IBM,INTC,JNJ,JPM,KO,MCD,MMM,MRK,MSFT,NKE,PG,TRV,UNH,V,VZ,WBA,WMT
2021-02-08,0,0,0,0,0,0,0,-29,1,-100,0,0,0,-7,-38,0,0,0,0,0,28,0,0,0,100,0,100,0,-45
2021-02-09,0,-50,0,0,-14,100,100,0,0,-89,0,0,91,0,-51,0,0,0,0,0,-18,100,0,0,-10,0,-52,100,1
2021-02-10,0,65,0,0,90,-84,100,54,-71,-14,0,-4,100,0,0,26,-66,0,0,0,0,-99,0,0,0,0,-12,54,1
2021-02-11,0,0,0,0,0,0,-9,0,0,-100,0,0,0,0,0,-26,-18,0,0,0,-43,-1,0,48,100,0,0,100,-2
2021-02-12,0,0,0,0,25,0,-99,2,0,-82,0,100,100,0,0,0,0,0,-79,100,100,100,0,-48,-100,0,0,-64,0
2021-02-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,0,-14,-100,1,-100,0,0,97,0,-64,-30,0
2021-02-17,0,-100,0,0,100,-1,40,0,-63,-1,0,-36,-13,0,0,0,100,0,-100,0,-71,0,0,100,100,0,100,-100,0
2021-02-18,0,0,0,0,0,0,1,-10,0,0,0,0,-42,-10,0,0,0,0,0,0,81,0,0,-100,0,0,0,0,0
2021-02-19,0,0,0,0,0,0,0,76,0,0,0,-3,0,0,0,0,-68,0,-15,0,0,0,0,0,-10,0,100,-60,0
2021-02-22,0,0,0,0,-40,-100,-25,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,100,9,0,0,0
2021-02-23,0,0,0,0,-11,-44,0,42,-75,0,0,0,-100,-22,100,0,100,0,90,0,0,0,0,0,-1,0,100,0,0
2021-02-24,0,0,0,0,73,0,-14,0,0,0,0,0,0,-10,-100,0,-33,0,-16,0,-100,0,0,0,100,0,-100,0,0
2021-02-25,0,0,0,0,0,0,0,-54,0,0,0,0,0,1,0,0,0,0,0,0,-39,0,0,0,49,-9,-1,0,0
2021-02-26,0,-100,0,0,0,0,1,1,100,0,0,4,0,-100,0,0,100,0,-19,0,0,0,0,0,0,0,0,100,0
2021-03-01,0,77,0,0,-61,100,2,-1,0,0,0,0,0,-100,0,0,-14,0,-55,0,-43,100,0,0,-41,0,0,-52,0
2021-03-02,0,-100,0,46,-89,-54,3,-19,-85,0,0,-16,0,100,0,0,-5,0,0,0,100,-76,100,0,87,0,0,79,0
2021-03-03,0,0,0,-46,0,0,0,0,0,0,0,0,0,0,0,0,1,0,18,0,-47,0,-53,0,100,0,-70,-100,0
2021-03-04,0,0,0,0,0,0,0,-2,0,0,0,-19,0,0,0,0,-14,0,-18,0,35,0,0,0,0,0,0,-27,0
2021-03-05,0,0,0,0,100,0,2,0,-100,0,0,0,0,100,0,57,-100,0,0,0,0,-24,0,100,-76,0,-1,0,86
2021-03-08,0,0,0,0,-1,0,-85,-89,0,18,0,100,-65,-36,0,1,-100,0,0,0,-79,0,-47,-37,100,0,-100,0,1
2021-03-09,0,0,0,0,0,0,0,0,-100,-18,0,0,0,0,0,-58,1,0,0,0,0,0,0,0,99,0,0,0,-13
2021-03-10,0,0,0,0,6,0,0,0,0,0,0,-20,100,100,0,0,1,0,0,0,0,0,0,-63,0,0,-28,0,-74
2021-03-11,0,-47,100,0,0,0,100,0,100,0,0,0,23,100,0,0,100,0,0,0,-33,0,0,0,-100,0,0,0,1
2021-03-12,0,0,-6,0,0,0,-3,0,8,0,0,100,0,2,0,0,-100,0,0,0,0,0,0,0,-61,0,100,0,-1
2021-03-15,0,-52,0,0,0,0,-42,0,0,0,0,38,-33,2,0,0,-66,0,100,0,0,0,0,0,-4,0,-7,0,0
2021-03-16,0,56,-94,0,0,0,1,0,-81,0,0,-100,0,-100,0,0,100,0,0,0,0,0,0,0,100,0,-17,0,100
2021-03-17,0,0,0,0,-85,0,0,0,0,0,0,0,-63,0,0,0,0,0,2,0,0,0,0,0,81,0,-14,0,-42
2021-03-18,0,0,0,0,100,-46,-94,0,-30,0,0,0,12,0,0,0,-62,0,-2,100,-23,0,0,0,0,0,-39,0,0
2021-03-19,0,-100,0,0,-21,0,0,0,-100,100,0,-95,65,1,100,0,80,0,-44,-100,100,0,0,0,-69,97,100,0,-58
2021-03-22,0,-53,0,0,0,0,0,0,0,43,0,100,0,1,0,0,100,0,-27,0,-33,0,0,0,-33,0,-71,0,0
2021-03-23,0,0,0,0,0,0,0,0,0,-1,0,-36,0,0,-54,0,0,0,-8,0,72,0,0,0,0,-25,100,0,0
2021-03-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,-39,0,0
2021-03-25,0,-10,100,0,40,100,100,0,0,-69,0,-4,1,0,-46,0,-41,0,0,0,0,0,0,0,0,-72,1,0,0
2021-03-26,0,50,-10,0,-100,-66,-51,0,-25,68,29,13,47,100,100,0,94,0,97,0,-96,68,0,0,-100,0,-100,6,0
2021-03-29,33,-100,0,0,-39,0,2,0,0,0,0,0,0,-6,0,0,0,0,100,0,0,100,100,0,0,0,-14,-6,0
2021-03-30,0,0,-90,0,-100,-34,0,0,100,0,-29,52,100,2,-25,0,0,0,94,0,0,0,0,0,0,0,0,0,0
2021-03-31,0,0,0,0,0,0,0,46,0,-2,0,-5,0,-100,-75,0,-100,0,0,0,100,0,-30,0,0,0,0,1,0
2021-04-01,0,0,0,0,0,0,0,-46,29,-25,0,0,0,1,0,0,-100,0,100,0,-100,-43,-70,0,100,0,0,-1,0
